title	year	rated	min_age	runtime(min)	genres	director	actors	plot	languages	country	awards	imdbRating	rottenTomatoesRating	metacriticRating	boxoffice	production	ReleaseDate	viewCount	commentCount	likeCount	dislikeCount	Production Budget	Domestic Total Gross	Distributor	actorAR	directorAR	languageAR	countryAR	genreAR	ratingAR	productionAR	distributionAR
Grown Ups 2	2013	PG-13	13.0	101	Comedy	Dennis Dugan	Adam Sandler; Kevin James; Chris Rock; David Spade	After having the greatest time of his life three summers ago Lenny (Adam Sandler) decides he wants to move his family back to his hometown and have them grow up with his gang of childhood friends and their kids But between old bullies new bullies schizophrenic bus drivers drunk cops on skis psycho grade school girlfriends and 400 costumed party crashes he finds out that sometimes crazy follows you	English; Spanish	USA	5 wins & 15 nominations	5.4	7.0	19	127400000.0	Sony Pictures	12-Jul-13	7609245.0	5264.0	20493.0	1682.0	80000000.0	133668525.0	Sony / Columbia	177341771	43609289	36646372	18312090	22968094	20534031	22953828	21191761
Grudge Match	2013	PG-13	13.0	113	Comedy; Drama; Sport	Peter Segal	Jim Lampley; Sylvester Stallone; Robert De Niro; Rich Little	Henry Razor Sharp and Billy The Kid McDonnen are two boxers who thirty years ago were rivals Just before a big match Razor decides to retire because Billy slept with his girlfriend Sally Rose and got her pregnant Today a promoter Dante Slate wants to have them fight each other but Razor doesnt want to But when he loses his job and learns hes broke he has no choice So he trains under his old trainer Billy while training meets BJ the son he had with Sally Rose and he asks BJ to train him And Sally Rose tries to get Razor to forgive her but he cant	English	USA	1 win & 1 nomination	6.4	30.0	35	14885004.0	Warner Bros. Pictures	25-Dec-13	4158249.0	1486.0	9189.0	427.0	40000000.0	29807260.0	Warner Bros.	13464326	38748642	17873617	18312090	57019811	20534031	27495698	25532021
The Hangover Part III	2013	R	17.0	100	Comedy; Crime	Todd Phillips	Bradley Cooper; Ed Helms; Zach Galifianakis; Justin Bartha	In the aftermath of the death of Alans father the wolfpack decide to take Alan to get treated for his mental issues But things start to go wrong on the way to the hospital as the wolfpack is assaulted and Doug is kidnapped Now they must find Mr Chow again in order to surrender him to the gangster who kidnapped Doug in order to save him	English; Spanish	USA	2 wins & 7 nominations	5.9	21.0	30	112200000.0	Warner Bros. Pictures	23-May-13	308667.0	164.0	1084.0	30.0	103000000.0	112200072.0	Warner Bros.	257443312	62580742	36646372	18312090	33968996	10903945	27495698	25532021
A Haunted House	2013	R	17.0	86	Comedy; Fantasy	Michael Tiddes	Marlon Wayans; Marlene Forte; Essence Atkins; David Koechner	In October 2012 a video footage is found at the home of Malcolm Johnson and the recordings are still unexplained Past this prologue a story in flashback form unfolds During the summer of 2012 Malcolm and Kisha move in together and start a happy life One night Kisha notices a few unexplained phenomena that convince her their house is haunted by ghosts To allay her fears Malcom hires a camera crew to film inside the house day and night A few nights later Malcom and Keisha have sex on camera despite Keishas protests at being filmed Upon reviewing the sex tape the next day Malcom and Keisha notice a few paranormal phenomena caught on tape Malcom wants to sell the house but the housing market is slow Therefore Malcom decides to hire a psychic to come to the house and investigate After Kisha confesses to making a deal with the devil for a pair of shoes things start to make sense but it doesnt solve the problems caused by the paranormal phenomena	English; Spanish	USA	1 win & 1 nomination	5.1	10.0	20	32536865.0	Open Road Films	11-Jan-13	3172300.0	642.0	4704.0	173.0	2500000.0	40041683.0	Open Road Films	113997230	24614311	36646372	18312090	34723042	10903945	3732729	4955309
Hell Baby	2013	R	17.0	98	Comedy; Horror	Robert Ben Garant; Thomas Lennon	Rob Corddry; Leslie Bibb; Alex Berg; Keegan-Michael Key	An expectant couple who moves into the most haunted house in New Orleans call upon the services of the Vaticans elite exorcism team to save them from a demonic baby	English	USA		4.8	31.0	41	4980.0	Millennium Entertainment	6-Sep-13	3965708.0	591.0	21239.0	1570.0		8785.0	Millennium Ent.	13574770	16456647	17873617	18312090	43125883	10903945	443434	479127
The Hobbit: The Desolation of Smaug	2013	PG-13	13.0	161	Adventure; Fantasy	Peter Jackson	Ian McKellen; Martin Freeman; Richard Armitage; Ken Stott	After successfully crossing over (and under) the Misty Mountains Thorin and Company must seek aid from a powerful stranger before taking on the dangers of Mirkwood Forest--without their Wizard If they reach the human settlement of Lake-town it will be time for the hobbit Bilbo Baggins to fulfill his contract with the dwarves The party must complete the journey to Lonely Mountain and burglar Baggins must seek out the Secret Door that will give them access to the hoard of the dragon Smaug And where has Gandalf got off to? And what is his secret business to the south?	English	USA; New Zealand	Nominated for 3 Oscars Another 16 wins & 86 nominations	7.9	75.0	66	180443783.0	Warner Bros.	13-Dec-13	58890.0	1.0	41.0	3.0		258366855.0	Warner Bros. (New Line)	726975067	82853704	17873617	65139871	44674653	20534031	14702912	41423256
Homefront	2013	R	17.0	100	Action; Crime; Drama	Gary Fleder	Jason Statham; James Franco; Izabela Vidovic; Kate Bosworth	Phil Broker is a former DEA agent who has gone through a crisis after his actions against a biker gang went horribly wrong and it cost the life of his bosses son He is recently widowed and is left with a 9 year old daughter Maddy He decides to quit the turbulent and demanding life of thrill for Maddys sake and retires to a small town His daughter fights off a boy who is bullying her at school and this sets in motion a round of events that end in his direct confrontation with the local Meth drug lord His past history with the biker gang also enters the arena making matters more complex But he has a mission in his mind to protect his daughter and he is ready to pay any cost that it demands	English	USA	1 nomination	6.5	42.0	40	12641119.0	Open Road Films	27-Nov-13	8614398.0	2826.0	20655.0	787.0	22000000.0	20158898.0	Open Road Films	79842703	-1841102	17873617	18312090	40282196	10903945	3732729	4955309
The Hunger Games: Catching Fire	2013	PG-13	13.0	146	Action; Adventure; Mystery	Francis Lawrence	Jennifer Lawrence; Liam Hemsworth; Jack Quaid; Taylor St. Clair	Twelve months after winning the 74th Hunger Games Katniss Everdeen and her partner Peeta Mellark must go on what is known as the Victors Tour wherein they visit all the districts but before leaving Katniss is visited by President Snow who fears that Katniss defied him a year ago during the games when she chose to die with Peeta With both Katniss and Peeta declared the winners it is fueling a possible uprising He tells Katniss that while on tour she better try to make sure that she puts out the flames or else everyone she cares about will be in danger	English	USA	Nominated for 1 Golden Globe Another 22 wins & 66 nominations	7.5	89.0	76	336663349.0	Lionsgate Films	22-Nov-13	32238143.0	50626.0	189152.0	4450.0	130000000.0	424668047.0	Lionsgate	750855975	99436738	17873617	18312090	69624190	20534031	27026675	19635505
I Am Divine	2013	NOT RATED		90	Documentary	Jeffrey Schwarz	Divine; Michael Musto; Mark Payne; Greg Gorman	How Divine aka Harris Glenn Milstead became John Waters cinematic muse and an international drag icon	English	USA	2 wins & 3 nominations	7.6	96.0	70	60003.0	Wolfe Releasing	25-Oct-13	147992.0	24.0	529.0	24.0		81497.0	The Film Collaborative	325988	81497	17873617	18312090	3763249	96835	81497	81497
I Used to Be Darker	2013	NOT RATED		89	Drama; Music	Matthew Porterfield	Deragh Campbell; Hannah Gross; Ned Oldham; Kim Taylor	When Taryn a Northern Irish runaway finds herself in trouble in Ocean City MD she seeks refuge with her aunt and uncle in Baltimore But Kim and Bill have problems of their own: theyre trying to handle the end of their marriage gracefully for the sake of their daughter Abby just home from her first year of college A story of family revelations people finding each other and letting each other go looking for love where theyve found it before and when that doesnt work figuring out where they might find it next	English	USA	1 win & 3 nominations	5.6	81.0	69	21964.0	Strand Releasing	4-Oct-13	71656.0	5.0	81.0	7.0		22214.0	Strand	88856	22214	17873617	18312090	27260834	96835	72815	-1449638
The Incredible Burt Wonderstone	2013	PG-13	13.0	100	Adventure; Comedy; Fantasy	Don Scardino	Steve Carell; Steve Buscemi; Olivia Wilde; Jim Carrey	Superstar magicians Burt Wonderstone (Steve Carell) and Anton Marvelton (Steve Buscemi) have ruled the Las Vegas Strip for years raking in millions with illusions as big as Burts growing ego But lately the duos greatest deception is their public friendship while secretly theyve grown to loathe each other Facing cutthroat competition from guerrilla street magician Steve Gray (Jim Carrey) whose cult following surges with each outrageous stunt even their show is starting to look stale But theres still a chance Burt and Anton can save the act - both onstage and off - if only Burt can get back in touch with what made him love magic in the first place	English; Spanish	USA	1 win & 4 nominations	5.9	37.0	44	22525921.0	Warner Bros. Pictures	15-Mar-13	2080081.0	275.0	2713.0	85.0	30000000.0	22537881.0	Warner Bros. (New Line)	152578361	-7462119	36646372	18312090	67642747	20534031	27495698	41423256
Inequality for All	2013	PG	7.0	89	Documentary	Jacob Kornbluth	Dolly Parton; Lily Tomlin; Candice Bergen; Sharon Gless	A documentary that follows former US Labor Secretary Robert Reich as he looks to raise awareness of the countrys widening economic gap	English	USA	2 wins & 5 nominations	8.1	90.0	68	1205079.0	Radius-TWC	27-Sep-13	263016.0	306.0	1186.0	68.0		1205273.0	Radius-TWC	26592017	1205273	17873617	18312090	3763249	32411955	2780564	1624219
Inside Llewyn Davis	2013	R	17.0	104	Drama; Music	Ethan Coen; Joel Coen	Oscar Isaac; Carey Mulligan; Justin Timberlake; Ethan Phillips	Follow a week in the life of a young folk singer as he navigates the Greenwich Village folk scene of 1961 Guitar in tow huddled against the unforgiving New York winter he is struggling to make it as a musician against seemingly insurmountable obstacles -- some of them of his own making	English	USA; UK; France	Nominated for 2 Oscars Another 47 wins & 168 nominations	7.5	93.0	93	9666762.0	CBS Films	6-Dec-13	7740.0	0.0	1.0	1.0		13235319.0	CBS Films	48224726	87281382	17873617	43655763	27260834	10903945	12972536	12972536
The Internship	2013	PG-13	13.0	119	Comedy	Shawn Levy	Vince Vaughn; Owen Wilson; Rose Byrne; Aasif Mandvi	Billy (Vince Vaughn) and Nick (Owen Wilson) are salesmen whose careers have been torpedoed by the digital world Trying to prove they are not obsolete they defy the odds by talking their way into a coveted internship at Google along with a battalion of brilliant college students But gaining entrance to this utopia is only half the battle Now they must compete with a group of the nations most elite tech-savvy geniuses to prove that necessity really is the mother of re-invention	English; Tagalog; Cantonese; Mandarin; Spanish	USA	2 nominations	6.3	35.0	42	44400000.0	20th Century Fox	7-Jun-13	5184576.0	2317.0	11314.0	619.0	58000000.0	44672764.0	Fox	68845689	63451047	30300144	18312090	22968094	20534031	26730820	26022736
Iron Man 3	2013	PG-13	13.0	130	Action; Adventure; Sci-Fi	Shane Black	Robert Downey Jr.; Gwyneth Paltrow; Don Cheadle; Guy Pearce	Marvels Iron Man 3 pits brash-but-brilliant industrialist Tony Stark/Iron Man against an enemy whose reach knows no bounds When Stark finds his personal world destroyed at his enemys hands he embarks on a harrowing quest to find those responsible This journey at every turn will test his mettle With his back against the wall Stark is left to survive by his own devices relying on his ingenuity and instincts to protect those closest to him As he fights his way back Stark discovers the answer to the question that has secretly haunted him: does the man make the suit or does the suit make the man?	English	China; USA	Nominated for 1 Oscar Another 17 wins & 61 nominations	7.2	80.0	62	408992272.0	Walt Disney Pictures	3-May-13	3349525.0	2596.0	14358.0	635.0	200000000.0	409013994.0	Buena Vista	282598939	97637878	17873617	24980997	75295325	20534031	39535272	53164745
Jack the Giant Slayer	2013	PG-13	13.0	114	Adventure; Fantasy	Bryan Singer	Nicholas Hoult; Eleanor Tomlinson; Ewan McGregor; Stanley Tucci	Sent to the market by his uncle to sell their horse and buy thatch for their roof Jack meets the beautiful Princess Isabelle whom he rescues her from ruffians He returns home only with a handful of beans given to him by a monk who claimed they were sacred but that does little to impress his uncle who tosses them away In the night the Princess arrives having run off to keep from marrying Roderick who is clearly only interested in becoming king Soon the beans take root with a giant stalk carrying away the princess and Jacks house He soon sets off on an adventure with the kings guards to rescue the princess only to find that a mythical land filled with giants really exists	English	USA	1 win & 4 nominations	6.3	52.0	51	65171860.0	Warner Bros.	1-Mar-13	43498.0	1.0	17.0	6.0	195000000.0	65187603.0	Warner Bros. (New Line)	-219218170	-27592635	17873617	18312090	44674653	20534031	14702912	41423256
Java Heat	2013	R	17.0	104	Action; Crime; Drama	Conor Allyn	Kellan Lutz; Ario Bayu; Mickey Rourke; Verdi Solaiman	Story centers on the aftermath of a suicide bombing in Indonesia where a reckless American posing as a grad student is bent on vengeance but quickly finds that the worlds problems cant be solved with violence alone A mysterious American Marine/FBI agent Jake Travers (Kellan Lutz) teams with a Muslim cop Hashim (Ario Bayu) to hunt down a dangerous international jewel thief Malik (Mickey Rourke) who kidnaps a Sultans daughter Sultana (Atiqah Hasiholan) in a plot to steal the royal treasury: exotic intrigue amid ancient palaces mosques temples subterranean labyrinths and stone pyramids in the heart of Java	English; Indonesian	USA		5.2	8.0	35		IFC Films	10-May-13	795658.0	323.0	1151.0	179.0		1061.0	IFC	-19653775	1061	151039080	18312090	40282196	10903945	841339	774046
Kevin Hart: Let Me Explain	2013	R	17.0	75	Documentary; Comedy	Leslie Small; Tim Story	Kevin Hart; Harry Ratchford; Will 'Spank' Horton; Joey Wells	Filmed at a sold-out performance at Madison Square Garden comedian Kevin Hart delivers material from his 2012 Let Me Explain concert tour	English	USA	1 win & 1 nomination	6.8	61.0	53	32200000.0	Summit Entertainment	3-Jul-13	91138.0	20.0	248.0	8.0		32244051.0	Lionsgate/Summit	197069687	48634856	17873617	18312090	26731343	10903945	27818296	15240338
Kick-Ass 2	2013	R	17.0	103	Action; Comedy; Crime	Jeff Wadlow	Aaron Taylor-Johnson; Chloë Grace Moretz; Morris Chestnut; Claudia Lee	After Kick-Ass insane bravery inspires a new wave of self-made masked crusaders led by the badass Colonel Stars and Stripes our hero joins them on patrol When these amateur superheroes are hunted down by Red Mist -- reborn as The Mother F%&*^r -- only the blade-wielding Hit Girl can prevent their annihilation When we last saw junior assassin Hit Girl and young vigilante Kick-Ass they were trying to live as normal teenagers Mindy and Dave With graduation looming and uncertain what to do Dave decides to start the worlds first superhero team with Mindy Unfortunately when Mindy is busted for sneaking out as Hit Girl shes forced to retire-leaving her to navigate the terrifying world of high-school mean girls on her own With no one left to turn to Dave joins forces with Justice Forever run by a born-again ex-mobster named Colonel Stars and Stripes Just as they start to make a real difference on the streets the worlds first super villain The Mother F%&*^r assembles his own evil league and puts a plan in motion to make Kick-Ass and Hit Girl pay for what they did to his dad But theres only one problem with his scheme: If you mess with one member of Justice Forever you mess with them all	English	USA; UK; Japan	1 win & 7 nominations	6.6	32.0	41	28800000.0	Universal Pictures	16-Aug-13	605194.0	1226.0	4029.0	86.0	28000000.0	28795985.0	Universal	57975593	2823453	17873617	66461701	52523021	10903945	26345508	26657449
Kill Your Darlings	2013	R	17.0	104	Biography; Drama; Romance	John Krokidas	Daniel Radcliffe; Dane DeHaan; Michael C. Hall; Jack Huston	In the early 1940s Allen Ginsberg is an English major at Columbia University only to learn more than he bargained for Dissatisfied by the orthodox attitudes of the school Allen finds himself drawn to iconoclastic colleagues like Lucien Carr William S Burroughs and Jack Kerouac Together this gang would explore bold new literary ideas that would challenge the sensibilities of their time as the future Beat Generation However for all their creativity their very appetites and choices lead to more serious transgressions that would mark their lives forever	English	USA	5 wins & 13 nominations	6.5	75.0	65	679958.0	Sony Pictures Classics	16-Oct-13	2290564.0	1111.0	12809.0	266.0		1030064.0	Sony Classics	76936938	1030064	17873617	18312090	36937535	10903945	4912298	4384911
Killing Season	2013	R	17.0	91	Action; Drama; Thriller	Mark Steven Johnson	Robert De Niro; John Travolta; Milo Ventimiglia; Elizabeth Olin	Killing Season tells the story of two veterans of the Bosnian War one American one Serbian who clash in the Appalachian Mountain wilderness FORD is a former American soldier who fought on the front lines in Bosnia When our story begins he has retreated to a remote cabin in the woods trying to escape painful memories of war The drama begins when KOVAC a former Serbian soldier seeks Ford out hoping to settle an old score What follows is a cat-and-mouse game in which Ford and Kovac fight their own personal World War III with battles both physical and psychological By the end of the film old wounds are opened suppressed memories are drawn to the surface and long-hidden secrets about both Ford and Kovac are revealed	English; Serbian	USA; Belgium; Bulgaria		5.4	11.0	25	27713.0	Millennium Entertainment	12-Jul-13	2211531.0	2130.0	2207.0	1084.0		39881.0	Millennium Ent.	38867733	12841036	6292006	16781047	44881831	10903945	443434	479127
The Kings of Summer	2013	R	17.0	95	Adventure; Comedy; Drama	Jordan Vogt-Roberts	Nick Robinson; Gabriel Basso; Moises Arias; Nick Offerman	Joe Toy on the verge of adolescence finds himself increasingly frustrated by his single father Franks attempts to manage his life Declaring his freedom once and for all he escapes to a clearing in the woods with his best friend Patrick and a strange kid named Biaggio He announces that they are going to build a house there free from responsibility and parents Once their makeshift abode is finished the three young men find themselves masters of their own destiny alone in the woods	English	USA	5 wins & 9 nominations	7.2	76.0	61	1300000.0	CBS Films	31-May-13	668937.0	138.0	2222.0	26.0		1315590.0	CBS Films	13125478	-7815799	17873617	18312090	66615068	10903945	12972536	12972536
Kiss of the Damned	2012	R	17.0	97	Drama; Horror; Romance	Xan Cassavetes	Joséphine de La Baume; Roxane Mesquida; Milo Ventimiglia; Caitlin Keats	In the countryside near to New York Djuna lives alone with her housemaid Irene in a manor that belongs to her friend Xenia When she meets the screenwriter Paolo at a video rental store they immediately fall in love with each other However Djuna discloses to Paolo that she is a vampire and while making love she turns him into one Paolo moves to her house and they happily live together Out of the blue her wicked and troublemaker sister Mimi appears to stay for a week with them turning their lives upside-down	English	USA	1 win & 6 nominations	5.6	59.0	48	9167.0	Magnolia Pictures	3-May-13	36314.0	10.0	69.0	13.0		14752.0	Magnolia	243852	14752	17873617	18312090	45722604	10903945	470207	372231
Koch	2012	NOT RATED		100	Documentary; Biography; History	Neil Barsky	Ed Koch; Michael Bloomberg; Calvin O. Butts III; Carl McCall	Three-time New York City Mayor (1978-1989) Ed Koch was combative funny and blunt He was also intensely private Koch gives us a contemporary history of the worlds greatest city and an intimate portrait of the 86-year old former mayor as he confronts his own mortality and legacy The film examines issues still relevant today - race homelessness AIDS and gay rights - and gives us a window into the trials and tribulations of the nations most famous mayor in the worlds most wondrous city	English	USA		6.3	89.0	71	342212.0	Zeitgeist Films	1-Feb-13	173.0	0.0	0.0	0.0		342941.0	Zeitgeist	1371764	342941	17873617	18312090	23178476	96835	203715	203715
The Last of Robin Hood	2013	R	17.0	94	Biography; Drama; Romance	Richard Glatzer; Wash Westmoreland	John Hudson Messerall; Brian Bascle; Daniel J. Clancy; Kelly O'Neal	The Last of Robin Hood is the true story of Beverly Aadland a teen starlet who became the last girlfriend of legendary swashbuckler Errol Flynn In 1957 Beverly was working at Warner Brothers studios with a fake birth certificate saying she was 18 -- she was in fact only 15 -- when she encountered the former matinée idol After a bumpy start the two undertook a relationship that was ultimately embraced by Beverlys Hollywood mother Florence who became a willing third wheel The affair took them from LA to New York to Africa then to Cuba where Flynn pitched in with the rebels to make a pro-Castro propaganda movie starring Beverly It all came crashing to an end in Vancouver however when Flynn died in Beverlys arms causing an avalanche of publicity Florence finally achieved the attention she sought in the form of tabloid notoriety but the chaos drove Beverly to the edge of sanity The Last of Robin Hood is a poignant yet darkly comic coming-of-age tale about the desire for fame and the price it exacts	English	USA		5.7	30.0	46		IDP/Samuel goldwyn Films	29-Aug-14	2193102.0	234.0	3531.0	305.0		288545.0	Samuel Goldwyn	1154180	577090	17873617	18312090	36937535	10903945	404218	3908536
Last Vegas	2013	PG-13	13.0	105	Comedy	Jon Turteltaub	Michael Douglas; Robert De Niro; Morgan Freeman; Kevin Kline	Billy (Michael Douglas) Paddy (Robert De Niro) Archie (Morgan Freeman) and Sam (Kevin Kline) have been best friends since childhood So when Billy the groups sworn bachelor finally proposes to his thirty-something (of course) girlfriend the four head to Las Vegas with a plan to stop acting their age and relive their glory days However upon arriving the four quickly realize that the decades have transformed Sin City and tested their friendship in ways they never imagined The Rat Pack may have once played the Sands and Cirque du Soleil may now rule the Strip but its these four who are taking over Vegas	English	USA	4 wins & 1 nomination	6.6	45.0	48	51434214.0	CBS Films	1-Nov-13	2039127.0	251.0	2728.0	233.0	28000000.0	63914167.0	CBS Films	48863751	127939141	17873617	18312090	22968094	20534031	12972536	12972536
Last Weekend	2014	UNRATED		94	Comedy; Drama	Tom Dolby; Tom Williams	Patricia Clarkson; Julio Oscar Mechoso; Zachary Booth; Rutina Wesley	When an affluent matriarch gathers her dysfunctional family for a holiday at their Northern California lake house her carefully constructed weekend begins to come apart at the seams leading her to question her own role in the family	English	USA		5.4	32.0	40	2661.0	IFC Films	29-Aug-14	691353.0	10.0	873.0	58.0		27053.0	IFC	-2694568	54106	17873617	18312090	33695363	1314716	841339	774046
Let the Fire Burn	2013	NOT RATED		88	Documentary	Jason Osder	Birdie Africa; Ramona Africa; Wilson Goode; William Brown III	On May 13 1985 Philadelphia police dropped two pounds of military explosives onto a city row house occupied by the radical group MOVE The resulting fire was not fought for over an hour although firefighters were on the scene with water cannons in place Five children and six adults were killed and sixty-one homes were destroyed by the six-alarm blaze one of the largest in the citys history This dramatic tragedy unfolds through an extraordinary visual record previously withheld from the public It is a graphic illustration of how prejudice intolerance and fear can lead to unthinkable acts of violence	English	USA	6 wins & 11 nominations	7.9	98.0	86	59033.0	Zeitgeist Films	2-Oct-13	75783.0	28.0	244.0	10.0		64489.0	Zeitgeist	257956	64489	17873617	18312090	3763249	96835	203715	203715
Life of Crime	2013	R	17.0	98	Comedy; Crime	Daniel Schechter	Jennifer Aniston; Yasiin Bey; Isla Fisher; Will Forte	Two common criminals get more than they bargained for after kidnapping the wife of a corrupt real-estate developer who shows no interest in paying the $1 million dollar ransom for her safe return	English	USA		5.8	65.0	60	261695.0	Roadside Attractions	29-Aug-14	36866.0					265452.0	Roadside Attractions	18806445	265452	17873617	18312090	33968996	10903945	646808	968607
The Lone Ranger	2013	PG-13	13.0	150	Action; Adventure; Western	Gore Verbinski	Johnny Depp; Armie Hammer; William Fichtner; Tom Wilkinson	In the 1930s an elderly Tonto tells a young boy the tale of John Reid the Lone Ranger An idealistic lawyer he rides with his brother and fellow Texas Rangers in pursuit of the notorious Butch Cavendish Ambushed by the outlaw and left for dead John Reid is rescued by the renegade Comanche Tonto at the insistence of a mysterious white horse and offers to help him to bring Cavendish to justice Becoming a reluctant masked rider with a seemingly incomprehensible partner Reid pursues the criminal against all obstacles However John and Tonto learn that Cavendish is only part of a far greater injustice and the pair must fight it in an adventure that would make them a legend	English; North American Indian	USA	Nominated for 2 Oscars Another 4 wins & 17 nominations	6.5	31.0	37	89289910.0	Walt Disney Pictures	3-Jul-13	2608867.0	1079.0	4233.0	363.0	215000000.0	89302115.0	Buena Vista	-217622839	-44657629	86806378	18312090	53437029	20534031	39535272	53164745
The Lords of Salem	2012	R	17.0	101	Horror; Thriller	Rob Zombie	Sheri Moon Zombie; Bruce Davison; Jeff Daniel Phillips; Judy Geeson	Heidi a blond rock chick DJs at a local radio station and together with the two Hermans (Whitey and Munster) forms part of the Big H Radio Team A mysterious wooden box containing a vinyl record arrives for Heidi a gift of the Lords She assumes its a rock band on a mission to spread their word As Heidi and Whitey play the Lords record it starts to play backwards and Heidi experiences a flashback to a past trauma Later Whitey plays the Lords record dubbing them the Lords of Salem and to his surprise the record plays normally and is a massive hit with his listeners The arrival of another wooden box from the Lords presents the Big H team with free tickets posters and records to host a gig in Salem Soon Heidi and her cohorts are far from the rock spectacle theyre expecting The original Lords of Salem are returning and theyre out for blood	English	USA; UK; Canada	1 win & 3 nominations	5.1	45.0	57	1000000.0	Anchor Bay Entertainment	19-Apr-13	2843310.0	1548.0	5413.0	753.0	1500000.0	1165882.0	Anchor Bay Films	-389995	-334118	17873617	48428076	35758326	10903945	-867165	-712673
Lovelace	2013	R	17.0	93	Biography; Drama	Rob Epstein; Jeffrey Friedman	Amanda Seyfried; Peter Sarsgaard; Sharon Stone; Robert Patrick	The story of Linda Lovelace who is used and abused by the porn industry at the behest of her coercive husband before taking control of her life	English	USA	1 win & 3 nominations	6.2	52.0	51	300000.0	Radius-TWC	9-Aug-13	3054707.0	610.0	4733.0	285.0		356582.0	Radius-TWC	95748131	713164	17873617	18312090	22099989	10903945	2780564	1624219
Lone Survivor	2013	R	17.0	121	Action; Biography; Drama	Peter Berg	Mark Wahlberg; Taylor Kitsch; Emile Hirsch; Ben Foster	Marcus Luttrell a Navy Seal and his team set out on a mission to capture or kill notorious Taliban leader Ahmad Shah in late June 2005 After running into mountain herders and capturing them they were left with no choice but to follow their rules of engagement or be imprisoned Now Marcus and his team are left to fight for their lives in one of the most valiant efforts of modern warfare	English; Pushto; Arabic	USA	Nominated for 2 Oscars Another 5 wins & 14 nominations	7.5	76.0	60	97665254.0	Universal Studios	27-Dec-13	16346619.0	12542.0	36791.0	3084.0	40000000.0	125095601.0	Universal	-10395288	38158467	57662045	18312090	40654014	10903945	20686814	26657449
Lucky Them	2013	R	17.0	97	Drama	Megan Griffiths	Toni Collette; Thomas Haden Church; Oliver Platt; Ryan Eggold	A rock journalist is assigned to track down her ex-boyfriend	English	USA	2 nominations	6.1	76.0	65		IFC Films	30-May-14	66222.0	1.0	57.0	16.0		48421.0	IFC	45214977	48421	17873617	18312090	10727269	10903945	841339	774046
Machete Kills	2013	R	17.0	107	Action; Crime; Sci-Fi	Robert Rodriguez	Danny Trejo; Mel Gibson; Demián Bichir; Amber Heard	During an operation of a Mexican Cartel Machete Cortez and Sartana Rivera intercept the criminals alone but another group arrives and a masked man kills Sartana Machete is arrested accused of killing his beloved Sartana and Sheriff Doakes hangs Machete But the President of the USA Rathcock pardons and recruits Machete to kill the revolutionary Marcos Mendez that has threatened the USA with a missile with a bomb Machete goes to San Antonio to meet the Miss San Antonio Blanca Vasquez that will be the liaison between Machete and President Rathcock Then Machete goes to the brothel of Madame Desdemona to seek out the prostitute Cereza that is Mendezs mistress Machete meets Mendez and learns that his heart is connected to the missile and only the arm dealer Luther Voz is capable to disarm the bomb Now Machete needs to bring Mendez to the USA in less than twenty-four hours and save his new country in a dangerous journey with betrayals	English; Spanish	Russia; USA	3 nominations	5.6	28.0	41	5658869.0	Open Road	11-Oct-13	287446.0	283.0	1448.0	151.0		8008161.0	Open Road Films	-3329082	21010382	36646372	20649838	53376522	10903945	8008161	4955309
Man of Steel	2013	PG-13	13.0	143	Action; Adventure; Fantasy	Zack Snyder	Henry Cavill; Amy Adams; Michael Shannon; Diane Lane	A young boy learns that he has extraordinary powers and is not of this Earth As a young man he journeys to discover where he came from and what he was sent here to do But the hero in him must emerge if he is to save the world from annihilation and become the symbol of hope for all mankind	English	USA; Canada; UK	7 wins & 46 nominations	7.1	55.0	55	291021565.0	Warner Bros. Pictures	14-Jun-13	40190625.0	47660.0	128173.0	6431.0	225000000.0	291045518.0	Warner Bros.	192360521	61457062	17873617	48428076	63228678	20534031	27495698	25532021
Masterminds	2016	PG-13	13.0	95	Action; Comedy; Crime	Jared Hess	Zach Galifianakis; Kristen Wiig; Owen Wilson; Ross Kimball	David Ghantt discovers the true meaning of adventure far beyond his wildest dreams He is an uncomplicated man stuck in a monotonous life Day in and day out he drives an armored vehicle transporting millions of other peoples money with no escape in sight The only glimmer of excitement is his flirtatious work crush Kelly Campbell who soon lures him into the scheme of a lifetime Along with a group of half-brained criminals led by Steve Chambers and an absurdly faulted heist plan David manages the impossible and makes off with $17 million in cashonly problem is he foolishly hands the money over to this wild group of double crossers and has been set up to take the fall With the bandits blowing the millions on lavish and ridiculous luxuries they leave behind a glaring trail of evidence Now on the lam and in over his head David must dodge the authorities evade a hilarious hit man Mike McKinney and try to turn the tables on the ones he trusted most	English; Spanish	USA	1 nomination	5.8	34.0	47	17356894.0	Relativity Media	30-Sep-16	3554778.0	409.0	9965.0	304.0		1935539.0	Sony / Columbia	121490859	12415738	36646372	18312090	52523021	20534031	9270625	21191761
